job_title;company_name;location;job_type;experience_level;education_req;salary_range;job_requirements;job_responsibilities;posted_date;source_platform
Sales Canvasser (Ngawi);PT Qerja Manfaat Bangsa (QMB);Jakarta Barat;Tidak Disebutkan;1 Tahun;Apa Saja;Rp 3.000.000 - Rp 4.000.000;"Pria/Wanita
 Pendidikan minimal SMA/SMK
 Berpengalaman di bidang sales min. 1 tahun diutamakan
 Berpenampilan menarik, supel, dan lancar berkomunikasi
 Mengerti dan memahami perkembangan teknologi dan gadget
 Mampu bekerja dengan target & team
 Memiliki kendaraan pribadi dan HP Android
 Fresh graduate dipersilakan melamar
 Berpengalaman menjadi Sales Canvas menjadi nilai tambah";Klien kami sedang mencari staff untuk posisi Sales Canvasser.;2026-05-18;Karir.com
Admin Legal Perbankan;PT Bina Talenta;Prov. DKI-Jakarta;Tidak Disebutkan;0 Tahun;D3;Rp 5.500.000 - Rp 5.729.876;"S1 Hukum (Prefer universitas reputable) IPK min. 3.00 Fresh Graduate atau pengalaman kerja minimal 1 tahun di bidang hukum (Intern) Memiliki pemahaman yang baik mengenai hukum perusahaan, hukum kontrak, hukum komersial, serta peraturan perundang-undangan yang berlaku di Indonesia.
 Memahami proses perizinan usaha dan kepatuhan hukum (legal compliance), serta mampu mengikuti perkembangan regulasi yang relevan dengan kegiatan usaha perusahaan.
 Memiliki kemampuan pengelolaan dokumen hukum dan arsip kontrak secara rapi, sistematis, dan terorganisir dengan baik.
 Memiliki kemampuan komunikasi yang baik, baik secara lisan maupun tertulis, serta mampu berkoordinasi secara efektif dengan pihak internal maupun eksternal, termasuk konsultan atau firma hukum. Lokasi kerja : Sudirman - Jakarta Selatan";Mengelola administrasi hukum, khususnya pengikatan kredit dan jaminan, serta memastikan dokumen legal sesuai dengan regulasi. Mereka bertanggung jawab meninjau berkas, membuat akta perjanjian, mengurus izin, serta menyimpan dokumen hukum.;2026-05-18;Karir.com
Sales Canvasser (Trenggalek);PT Qerja Manfaat Bangsa (QMB);Jakarta Barat;Tidak Disebutkan;1 Tahun;Apa Saja;Rp 3.000.000 - Rp 4.000.000;"Pria/Wanita
 Pendidikan minimal SMA/SMK
 Berpengalaman di bidang sales min. 1 tahun diutamakan
 Berpenampilan menarik, supel, dan lancar berkomunikasi
 Mengerti dan memahami perkembangan teknologi dan gadget
 Mampu bekerja dengan target & team
 Memiliki kendaraan pribadi dan HP Android
 Fresh graduate dipersilakan melamar
 Berpengalaman menjadi Sales Canvas menjadi nilai tambah";Klien kami sedang mencari staff untuk posisi Sales Canvasser.;2026-05-18;Karir.com
Tenaga Ahli Teknik Informatika;PT Artha Demo Engineering Consultant;Bandung;Tidak Disebutkan;5 Tahun;S2, S1;Tidak dicantumkan;"•	Pendidikan minimal Strata-1 (S1) dari program studi Teknik Informatika, Sistem Informasi, Ilmu Komputer, atau Teknik Komputer.
 •	Memiliki pengalaman kerja profesional minimal 5 tahun di bidang Teknologi Informasi (dibuktikan dengan referensi kerja atau rekam jejak pada CV).
 •	Memiliki pemahaman yang kuat terkait arsitektur sistem, manajemen basis data (seperti PostgreSQL, MySQL, dll.), dan pengelolaan server/jaringan.
 •	Memiliki kemampuan analisis sistem dan pemecahan masalah (problem-solving) yang baik dan berorientasi pada detail.
 •	Mampu berkomunikasi dengan baik, serta dapat bekerja secara efektif baik secara individu maupun kolaborasi dalam tim lintas keahlian.
 •	(Opsional) Memiliki sertifikat keahlian profesional di bidang IT akan menjadi nilai tambah.";"•	Merancang, mengembangkan, dan memelihara infrastruktur teknologi informasi, sistem basis data (database), dan aplikasi/perangkat lunak yang dibutuhkan untuk mendukung pelaksanaan proyek.
 •	Mengelola, memproses, dan mengamankan arus data proyek untuk memastikan integritas, validitas, dan keamanan data.
 •	Berkoordinasi dengan tenaga ahli lainnya (seperti Ahli GIS/Pemetaan, Perencanaan Wilayah, dll.) untuk mengintegrasikan teknologi informasi dan data spasial/non-spasial ke dalam sistem perencanaan.
 •	Memberikan dukungan teknis (technical support) dan melakukan pemecahan masalah (troubleshooting) terhadap kendala jaringan, perangkat keras (hardware), dan perangkat lunak (software) selama proyek berjalan.
 •	Menyusun dokumentasi teknis, panduan sistem (manual), serta laporan berkala terkait pengembangan dan implementasi sistem IT kepada Team Leader.";2026-05-18;Karir.com
Sales TO;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;0 Tahun;Apa Saja;Tidak dicantumkan;Pendidikan minimal SMU sederajat Memiliki Sim C Paham area Jakarta dan sekitarnya Memiliki pengalaman sales FMCG min 2 tahun Penempatan di Jakarta;Melakukan penjualan ke outlet. Mencari outlet baru berpotensi Memiliki kecakapan dalam menawarkan produk. Melakukan penagihan ke toko. Mampu menganalisa kembali penjualan yang telah terjadi apakah sudah sesuai dengan yang direncanakan sebelumnya. Mencari dan melaporkan informasi yang berhubungan dengan produk pesaing. Melakukan pengembangan pasar, atau expansi pasar untuk area atau daerah yang masih kosong untuk produk yang dijual. Menjaga hubungan baik dengan relasi serta menjaga nama baik perusahaan;2026-05-18;Karir.com
Kasir;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;0 Tahun;Apa Saja;Tidak dicantumkan;Loyal, kritis, inisiatif, kreatif, teliti, jujur, disiplin, bertanguung jawab dan detail Memiliki daya analisa yang kuat Mampu bekerja dibawah tekanan Dapat bekerja secara team maupun individu Bersedia ditempatkan sesuai kebutuhan perusahaan Bersedia menjalankan sistem kerja 3 Shift Mampu mengoprasikan komputer dengan MS Office (Excel, Word, powerpoint, Internet/Email);Bertanggung jawab menjaga & mengatur keluar-masuknya kas kasir, termasuk pengeluaran uang jalan & seluruh pengeluaran opersaional lainnya di kantor cabang Melakukan pembayaran biaya return Depo pada mitra kerja yang telah menyelesaikan tugasnya. Mencatat, merekap & melaporkan seluruh pengeluaran serta saldo keuangan kas uang jalan setiap hari. Mengumpulkan & merekap seluruh fisik dokumen dengan lengkap lalu mengirimkan fisik serta laporannya ke Pusat. Mengumpulkan & merekap seluruh fisik & laporan dana talangan lalu mengirimkannya ke Pusat dengan periode yang sama dengan pelaporan uang kas jalan. Serah terima kas uang jalan, kas dana talangan & dokumen.;2026-05-18;Karir.com
Programmer;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;Memiliki pengalaman membuat project dalam bentuk website, desktop atau android Terbiasa dengan logic query MSSQL maupun MYSQL Pendidikan minimal SMK/SMA teknik komputer atau jurusan yang relevan Mampu bekerja secara tim, dan senang mempelajari hal baru Memiliki kemampuan untuk beradaptasi cepat dengan bahasa yang baru Terbiasa menggunakan gitlab/github Memiliki pemahaman tentang OOP Mudah beradaptasi dengan bahasa pemprograman sesuai dengan kebutuhan perusahaan Menguasai konsep dan teknik OOP dalam bahasa pemprograman kotlin, PHP, C# dan MSSQL;Divisi yang mengembangkan berbagai macam software baik desktop, web based dan android. Membuka kesempatan utk para programmer baik untuk mengembangkan karir dan kemampuan. Membuat dan mengembangkan software dengan konsep dan teknik OOP dalam bahasa pemrograman PHP, C# ,Android , Mobile apps. Bertanggung jawab dalam pembuatan dan pengembangan operasi, database, maupun system aplikasi Membuat (develop & testing) aplikasi;2026-05-18;Karir.com
Petrolman;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;0 Tahun;Apa Saja;Tidak dicantumkan;Pria Pendidikan Terakhir Minimal SMA / Sederajat Non pengalaman dipersilahkan melamar Memiliki kepribadian Rajin, Jujur, Tanggungjawab Mampu bekerja di bawah tekanan. Memiliki jiwa kepemimpinan Siap kerja sistem shift Terbiasa menulis tangan yang jelas dan rapi Bersedia rolling/mutasi sesuai kebutuhan;Melakukan perintah pengisian BBM unit perusahaan sesuai dengan kualitas dan jumlah standart serta SOP yang berlaku. Melakukan penerbitan dan pengisian form BBM sesuai dengan SOP yang berlaku. Melakukan rekap pengisian BBM pada akhir setiap shift dan melaporkan hasilnya pada Finance dan pihak terkait. Memeriksa tagihan yang diberikan oleh vendor BBM agar sesuai dengan fisik aktual. Melakukan pemeriksaan dan check list dokumen kendaraan sesuai dengan SOP yang berlaku. Mengumpulkan dokumen kendaraan yang telah jatuh tempo sesuai dengan list yang diberikan SPV Fleet. Menerbitkan berita acara apabila ada kehilangan dokumen kendaraan. Menerbitkan berita acara apabila ada kehilangan atau kerusakan asset milik perusahaan. Melakukan monitoring dan pemeriksaan kondisi dan tekanan angin ban lalu melaporkan hasilnya. Melakukan monitoring dan pemeriksaan kondisi Rachet Lashing (sabuk barang) lalu melaporkan hasilnya. Memastikan dan melakukan mentoring pada mitra kerja pada lokasi SPBU dan menerbitkan berita acara apabila ada pelanggaran berat;2026-05-18;Karir.com
Helper (Kernet);PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;0 Tahun;Apa Saja;Tidak dicantumkan;Usia minimal 18 tahun Bisa membaca, menulis dan memiliki niat kerja Sehat jasmani & rohani Membawa surat lamaran & daftar riwayat hidup (CV) Membawa fotocopy KTP & KK Membawa foto 4x6 2 lembar Membawa fotocopy SKCK yang masih berlaku;Helper untuk pendamping Driver/ Sopir (armada cde, cdd, trailer, trinton, tronton, tanker, traga) Membersihkan armada;2026-05-18;Karir.com
Staf Gudang;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;Pendidikan minimal SMK/SMA Usia maksimal 35 tahun Memiliki komunikasi yang baik;Mengkoordinir perintah muat DO & surat jalan Melakukan Audit Stock gudang harian & bulanan (stock opname) Melakukan konfirmasi followup kepada customer Melakukan packing, loading, unloading, inbound, outbond;2026-05-18;Karir.com
Kepala Gudang;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;"Pendidikan Minimal lulusan D3/S1 dari semua jurusan.
 Memiliki 2 tahun pengalaman kerja sebagai kepala gudang Khususnya perusahaan distribusi (Consumer goods).
 Memiliki pemahaman mengenai management gudang.
 Bersedia bekerja dibawah tekanan.
 Terbiasa bekerja dengan target.
 Memiliki pengalaman memimpin anak buah lebih dari 30 Orang.
 Mampu mengoperasikan komputer, terutama microsoft office.
 Memiliki nilai-nilai kepribadian : jujur, Tanggung jawab, berorientasi pada hasil.
 Bersedia ditempatkan seluruh cabang ( Jabodetabek dan Bandung ).
 Bersedia dirolling/Mutasi sesuai kebutuhan
 Bersedia Bergabung secepatnya";"Memastikan penerimaan barang sesuai perintah kerja yang diberikan
 Memastikan Jenis, Jumlah, Kualitas barang yang diterima sesuai dengan perintah dan dokumen yang ada
 Memastikan semua proses penerimaan barang sesuai dengan SOP yang berlaku dan dicatat kedalam system.
 Memastikan penempatan dan pengambilan barang sesuai layout standar yang sudah ditetapkan.
 Memastikan pengeluaran barang sesuai perintah kerja yang diberikan
 Memastikan, jenis, jumlah, kualitas barang yang dikeluarkan sesuai perintah dan dokumen yang ada.
 Memastikan seluruh proses pengeluaran barang sesuai dengan SOP yang berlaku dan dicatat kedalam system
 Memastikan Handling barang (Penempatan, Pengambilan dan penyimpanan)dilakukan sesuai dengan SOP dengan mempertimbangkan azas , efektifitas dan efisiensi
 Memastikan kebersihan dan keamanan area kerja gudang sesuai dengan SOP yang berlaku.
 Memastikan penggunaan, Penempatan, perawatan alat gudang sesuai SOP yang berlaku
 Memastikan stock Opname internal Gudang dilakukan serta dilaporkan sesuai dengan jadwal serta SOP yang berlaku
 Membantu Pelaksanaan Audit Gudang dan memastikan ketersediaan data yang dibutuhkan Auditor sesuai dengan SOP yang berlaku
 Memastikan Kedisiplinan, Perilaku, dan pekerjaan personil Gudang.
 Melakukan Monitoring Seluruh Staff Gudang
 Memastikan pelaporan dilakukan sesuai SOP dan tepat Waktu";2026-05-18;Karir.com
Dispatcher;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;Pendidikan Minimal D3 Semua Jurusan. Pengalaman Koordinator minimal 2 tahun diperusahaan Transporter, Distributor menjadi nilai tambahan. Kemampuan problem Solving, Team Work, teliti, Inovatif dan Inisiatif, mampu bekerja dibawah tekanan. Mampu mengoperasikan komputer Ms Office. Bersedia ditempatkan sesuai kebutuhan perusahaan (Bandung, Subang, Ciawi, Sentul, Jakarta). Bersedia Mutasi/rolling sesuai kebutuhan perusahaan. Bersedia bergabung secepatnya.;Membuat jadwal pengemudi dan kendaraan sesuai dengan alokasi permintaan kendaraan dan pengemudi serta alokasi sesuai dari Costumer. Memastikan dan memonitoring realisasi jadwal. Melakukan penyesuaian jadwal dengan mempertimbangkan realisai dan efektifitas penggunaan kendaraan apabila terjadi kendala. Melakukan komunikasi dengan seluruh pihak terkait demi kelancaran realisasi order pengiriman. Mengawasi dan memestikan kelengkapan dan ketepatan pengisian seluruh dokumen sesuai dengan SOP. Mengawasi dan memastikan laporan rekap realisasi order pengirim sesuai dengan jadwalnya. Menindak lanjutin laporan kelalaian pengemudi, mengatur, mencatat dan melaporkannya ke Supervisor. Melakukan performance appraisal pada seluruh staff di divisi terkait. Melakukan monitoring dan membimbing kerja pada seluruh staff di divisi terkait. Membuat dan mengawasi jadwal kerja staff di divisi terkait. Memastikan seluruh laporan operasional dikirimkan sesuai dengan SOP dan waktu yang telah ditentukan. Mengawasin dan memastikan seluruh team menjalankan tugas sesuai dengan SOP yang berlaku. Memastikan dan mengawasi kehadiran mitra kerja (Standby);2026-05-18;Karir.com
SO Fleet (Kepala Bengkel);PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;Pendidikan minimum D3 atau sederajat Pengalaman 1 tahun di bidang yang sama Kemampuan analisa, energik, dinamis, kreatif Bisa bekerja dengan penuh tekanan Terbiasa berkomunikasi secara proaktif dan tepat waktu Sanggup berinteraksi dengan Mekanik, Driver dan Helper Dapat mengelola dan menjalankan tugas yang diberikan dengan baik;Memberikan pengarahan dan bantuan yang diperlukan kepada Mekanik dalam hal yang berkaitan dengan pekerjaannya. Mengatasi kendala-kendala yang dihadapi oleh tim Fleet baik di pool / hub maupun di lapangan (yang dihadapi oleh Driver/Helper). Melakukan maintenance mesin dll dengan melakukan penggantian spare parts melalui test, overhaul, service, dll. Memastikan setiap dan semua proses yang berhubungan dengan kegiatan armada dimulai dengan baik dan terselesaikan dengan baik setiap harinya. Memastikan kesiapan armada yang layak jalan sesuai dengan standar yang telah ditentukan;2026-05-18;Karir.com
MT Logistik;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;0 Tahun;Apa Saja;Tidak dicantumkan;Dapat bekerja bersama team. Punya keinginan menyelesaikan pekerjaan. Dapat bertahan di dalam tantangan yang ada;Kami berkembang di industri logistik dan supply chain termasuk warehousing, distribusi, trucking. Bila anda menguasai salah satu dari bidang ini, HRD , Accounting, Kasir , Auditor , Software Programmer , Dispatcher, Gudang, Mengatur driver , Bengkel perbaikan untuk truck, Purchasing - dan sanggup berkarya dan mau belajar hal baru , mari bergabung berkarya bersama kami. Meski diutamakan yang sudah berpengalaman, kami membuka kesempatan bagi mereka yang belum punya pengalaman tapi siap mengejar untuk berkembang;2026-05-18;Karir.com
Security;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;Laki-laki Lulusan minimal SMA/SMK Pengalaman Min 1 thn Bersedia Kerja Shift Bersedia Ditempatkan di Jakarta, Bogor, Subang, Bandung Bersedia rolling/mutasi sesuai kebutuhan perusahaan Jujur, Tanggung Jawab, Berorientasi pada Hasil;Memastikan keamanan asset perusahaan berjalannya SOP dan PP serta memberikan rasa aman bagi seluruh karyawan serta tamu perusahaan. Melakukan penjagaan keamanan pool sesuai dengan SOP dan standar keamanan yang berlaku. Mengontrol, mencatat & memastikan keluar masuk barang kedalam maupun keluar lokasi kerja sesuai dengan SOP yang berlaku. Mengawasi & memastikan ketertiban & berjalannya SOP serta Peraturan Perusahaan dalam lokasi kerja. Melakukan investigasi & menerbitkan berita acara apabila terjadi kerusakan/kehilangan asset perusahaan dalam lingkungan kerja. Membantu & memastikan keamanan lalu lintas sekuruh kendaraan yang masuk maupun kendaraan yang akan meninggalkan lokasi kerja. Mengatur & memastikan parkir kendaraan sesuai dengan layout yang sudah ditentukan;2026-05-18;Karir.com
Driver (B1 Umum/B2 Umum);PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;Melampirkan Fotocopy Kartu Keluarga, KTP, SIM B1 Umum/B2 Umum - (Data semuanya sama/sinkron) 2 lembar Melampirkan Fotocopy surat kelakuan baik dari Kepolisian (SKCK) - 2 lembar Pass foto 4x6 2 lembar Usia minimal 20 tahun Menguasai area Jabodetabek + Sukabumi & sekitarnya Memiliki pengalaman mengendarai CDD & CDE Memiliki pengalaman Driver di Perusahaan Consumer Good;Sehat jasmani & rohani Bisa baca & tulis Bertangungjawab atas kebersihan kendaraan dan pemeliharaan kendaraan yang digunakan. Memiliki nilai jujur dan bertanggungjawab Memiliki kemampuan membawakan Colt Diesel Double, Tronton, Trinton;2026-05-18;Karir.com
Spv Fleet (bengkel truk);PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;Apa Saja;Tidak dicantumkan;Pengalaman 2 tahun workshop Logistik Memiliki kemampuan tentang manajemen Bengkel. Memiliki pemahaman mengenai sparepart Truck. Memiliki kemampuan Handle team min 20 Orang Kemampuan analisa, energik, dinamis, kreatif Bisa bekerja dengan penuh tekanan Terbiasa berkomunikasi secara proaktif dan tepat waktu Dapat mengelola dan menjalankan tugas yang diberikan dengan baik;Memberikan pengarahan dan bantuan yang diperlukan kepada driver dalam hal penjemputan dan pengantaran armada setiap saat diperlukan Mengatasi kendala-kendala yang dihadapi oleh tim Fleet/bengkel baik di pool / hub maupun dilapangan (yang dihadapi oleh Driver/Helper). Melakukan maintenance mesin dengan melakukan penggantian spareparts melalui test, overhaul, service, dll. Melakukan repair atas kerusakan Armada. Memonitor semua proses yang berhubungan dengan kegiatan armada dimulai dengan baik dan terselesaikan dengan baik setiap harinya.;2026-05-18;Karir.com
Manager Transport;PT Handal Guna Sarana;Prov. DKI-Jakarta;Tidak Disebutkan;2 Tahun;S1, D3;Tidak dicantumkan;"Bachelor's degree with minimum 2 years of experience in trucking as supervisor, and/or 2 years as manager preferably from FMCG company.
 Transport Management System.
 Confident in negotiation and straightforward in communicating.";"Ensure maximum capacity in distribution with minimum cost, delivered safely and on time to customer.
 Leading daily logistics operational transporter team.
 Intense communication with 3PL to solve problems in inventory or distribution problems.
 Monitor and keep track of Proof of Delivery documents.
 Manage truck Drivers (trailer, tanker, wingbox, tronton, trinton, cdd, cde)
 Recruitment truck Drivers";2026-05-18;Karir.com
